0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0.9984564781188965,0.9994986653327942,0.9999309778213501,0.9993553757667542,0.9402886033058167,0.9991047978401184,0.9823495149612427,0.9983626008033752,0.997066080570221,0.9661282896995544,0.9991493225097656,0.9908244609832764,0.9968681931495667,0.9271256923675537,0.9236239194869995,0.9878150224685669,0.9997968077659607,0.9999828338623047,0.999906599521637,0.9990628957748413,0.6266734600067139,0.9691987037658691,0.9965046048164368,0.9991340041160583,0.9190568327903748,0.9963549375534058,0.970811665058136,0.9974087476730347,0.9917692542076111,0.9879716038703918,0.9963458776473999,0.9978516697883606,0.991464376449585,0.9999529123306274,0.9972723722457886,0.9996360540390015,0.9927015900611877,0.9999110698699951,0.9994328618049622,0.9849972724914551,0.9960848689079285,0.9950831532478333,0.8013074398040771,0.9996041059494019,0.9876725077629089,0.9992648363113403,0.9998757243156433,0.9997135996818542,0.9995617866516113,0.9986549615859985,0.9947659373283386,0.9987139105796814,0.9969066977500916,0.999810516834259,0.788841724395752,0.9989824295043945,0.9994239211082458,0.9955066442489624,0.9987177848815918,0.9996297359466553,0.9876407980918884,0.9976635575294495,0.9987776875495911,0.9999441504478455
1,0.9999842047691345,0.9781538844108582,0.9977369904518127,0.9997048377990723,0.999159574508667,0.9992881417274475,0.9935386776924133,0.9827713370323181,0.8521527647972107,0.9386483430862427,0.9995080828666687,0.9985922574996948,0.982961893081665,0.7740459442138672,0.9998019933700562,0.9909505248069763,0.9999497532844543,0.9998530745506287,0.999607264995575,0.9827781915664673,0.9998840689659119,0.9687991738319397,0.9938395619392395,0.8337960243225098,0.9874306917190552,0.9934870004653931,0.9313260316848755,0.9934473633766174,0.9925727844238281,0.9650636315345764,0.9933146238327026,0.9963035583496094,0.997760534286499,0.9951765537261963,0.9888498187065125,0.9931652545928955,0.9990830421447754,0.9999945163726807,0.9982194900512695,0.9906449913978577,0.9914813041687012,0.8895986676216125,0.7514345049858093,0.9670768976211548,0.9977004528045654,0.9997294545173645,0.923122227191925,0.9960452914237976,0.9617105722427368,0.8160274028778076,0.9851793050765991,0.9998767971992493,0.9983565807342529,0.998972475528717,0.8413587212562561,0.9819456934928894,0.9755223393440247,0.9801337718963623,0.9063093662261963,0.9819886088371277,0.8899049758911133,0.9988842606544495,0.9990502595901489,0.9998859763145447
2,0.9502279162406921,0.9380981922149658,0.5011540651321411,0.7469609975814819,0.8379902243614197,0.8661083579063416,0.7745511531829834,0.8040711283683777,0.3928598165512085,0.4658985137939453,0.8046805262565613,0.9594674706459045,0.8132559657096863,0.5926744937896729,0.6737625002861023,0.8604142069816589,0.6678507924079895,0.710008978843689,0.8246816992759705,0.8397955894470215,0.9973760843276978,0.7724928259849548,0.5422772765159607,0.7148014903068542,0.6926566958427429,0.33863556385040283,0.1253279149532318,0.9342650175094604,0.8989939093589783,0.23963569104671478,0.9611999988555908,0.8325114250183105,0.8687483668327332,0.762444019317627,0.6477454304695129,0.9554333686828613,0.813117504119873,0.5366950631141663,0.866584062576294,0.6464039087295532,0.9666874408721924,0.8742106556892395,0.5581193566322327,0.7139310836791992,0.5914157629013062,0.9746707081794739,0.9475208520889282,0.9761942028999329,0.7381795048713684,0.1918521672487259,0.9022775888442993,0.9952647686004639,0.7868599891662598,0.9753009676933289,0.7099369168281555,0.9143342971801758,0.9772604703903198,0.8264637589454651,0.8242961764335632,0.9963851571083069,0.8713163137435913,0.7103601098060608,0.6445735692977905,0.4930383861064911
3,0.9936519265174866,0.9553008079528809,0.9891206622123718,0.9989826679229736,0.9920979142189026,0.9934279918670654,0.8134934902191162,0.7973870038986206,0.258539617061615,0.8210839629173279,0.9986348152160645,0.9178276062011719,0.9960289597511292,0.4076884984970093,0.9741358757019043,0.761435329914093,0.88177090883255,0.9983991384506226,0.9960843920707703,0.9918125867843628,0.9924313426017761,0.9796612858772278,0.9914411306381226,0.9692711234092712,0.8514172434806824,0.9733664393424988,0.11055305600166321,0.7791533470153809,0.908688485622406,0.04337707906961441,0.9944886565208435,0.9944974780082703,0.9709487557411194,0.9930881857872009,0.776286780834198,0.999714732170105,0.9852524399757385,0.9394221901893616,0.9773334264755249,0.9404022693634033,0.9829958081245422,0.7631190419197083,0.4985913932323456,0.9972784519195557,0.9713649153709412,0.9951831102371216,0.9939408302307129,0.9978859424591064,0.9498960375785828,0.4395703375339508,0.9571643471717834,0.9977560043334961,0.9931442737579346,0.9991236925125122,0.04215705394744873,0.989005446434021,0.9967031478881836,0.974698543548584,0.9967567324638367,0.9949206709861755,0.9383962154388428,0.9219076633453369,0.5690475106239319,0.9076059460639954
4,0.9695113301277161,0.9903602600097656,0.9999435544013977,0.9985162615776062,0.9878161549568176,0.9667317271232605,0.3654319941997528,0.6322453618049622,0.6535165309906006,0.26224055886268616,0.9972443580627441,0.8991832733154297,0.8451226949691772,0.29628056287765503,0.7760939002037048,0.3811032772064209,0.9993845224380493,0.9999568462371826,0.999800980091095,0.9994916319847107,0.9636077880859375,0.36575257778167725,0.9979422092437744,0.8081473112106323,0.7393038272857666,0.9799052476882935,0.49115023016929626,0.9369289875030518,0.9647281169891357,0.5189575552940369,0.5911819338798523,0.9543233513832092,0.1661442667245865,0.9993178844451904,0.2791331112384796,0.9938424229621887,0.8295345902442932,0.9997392892837524,0.9799181222915649,0.6482428312301636,0.737828254699707,0.6687296628952026,0.4042530357837677,0.9993351697921753,0.9738182425498962,0.9968758821487427,0.9326099753379822,0.9942743182182312,0.99809330701828,0.9528846740722656,0.8132888674736023,0.9940431714057922,0.9860002398490906,0.9999164938926697,0.5363779664039612,0.9482526183128357,0.9418774843215942,0.5414080023765564,0.9724248051643372,0.9705220460891724,0.5957195162773132,0.9122958183288574,0.9929705262184143,0.9879984855651855
5,0.9985884428024292,0.9931241273880005,0.9838880896568298,0.9993543028831482,0.8511536121368408,0.9985503554344177,0.99785315990448,0.9832709431648254,0.9951255321502686,0.9710867404937744,0.9905807971954346,0.9949401021003723,0.9939100742340088,0.9826494455337524,0.9938105344772339,0.9990799427032471,0.9827841520309448,0.9989864230155945,0.9987452626228333,0.9983065128326416,0.9661940932273865,0.9987585544586182,0.9973570704460144,0.9989386200904846,0.9745699167251587,0.997271716594696,0.9236620664596558,0.9962306618690491,0.97761470079422,0.985931932926178,0.9974014163017273,0.9979615211486816,0.9971472024917603,0.9982839822769165,0.9993855357170105,0.9985518455505371,0.9931001663208008,0.9999242424964905,0.999549150466919,0.9957665801048279,0.9993453025817871,0.9951512217521667,0.857655942440033,0.9768537878990173,0.9948707222938538,0.9703062772750854,0.9994459748268127,0.9944469928741455,0.998223066329956,0.9956768155097961,0.9956800937652588,0.9758332371711731,0.9601572751998901,0.9898849129676819,0.9742656350135803,0.9981377720832825,0.9983161091804504,0.9618763327598572,0.9993735551834106,0.9997317790985107,0.9868143796920776,0.998960554599762,0.998291015625,0.9991678595542908
6,0.999921977519989,0.999483048915863,0.9999972581863403,0.9999260902404785,0.9815460443496704,0.9982377290725708,0.9997757077217102,0.9865188598632812,0.9997544884681702,0.9515854120254517,0.9999560117721558,0.9988077878952026,0.9993647336959839,0.9866021275520325,0.9930706024169922,0.9993670582771301,0.9999688863754272,0.9999954700469971,0.9999986886978149,0.9998478889465332,0.9587969183921814,0.9974758625030518,0.9995176196098328,0.9991631507873535,0.9840602278709412,0.9998361468315125,0.9980536103248596,0.9993833303451538,0.9953151941299438,0.9994123578071594,0.9997443556785583,0.9999598860740662,0.9971679449081421,0.9999869465827942,0.9986612796783447,0.9993820190429688,0.9923912882804871,0.9999915361404419,0.9999694228172302,0.9980668425559998,0.9994912147521973,0.999419093132019,0.7492095232009888,0.9996346235275269,0.9998668432235718,0.9999844431877136,0.999983012676239,0.9993338584899902,0.9999886751174927,0.9997972249984741,0.9989964365959167,0.9995233416557312,0.999586284160614,0.999997079372406,0.8967047333717346,0.9979525804519653,0.9999022483825684,0.9957386255264282,0.9998497366905212,0.9981455206871033,0.9953724145889282,0.9999266862869263,0.9986072778701782,0.9999897480010986
7,0.9841140508651733,0.912684440612793,0.49292075634002686,0.9064981341362,0.9840693473815918,0.9850952625274658,0.9723937511444092,0.9459353089332581,0.979214072227478,0.6627218723297119,0.8648953437805176,0.980644941329956,0.8314968347549438,0.9329211115837097,0.9281449913978577,0.9747112393379211,0.9943222403526306,0.9591899514198303,0.9134081602096558,0.9163678884506226,0.9885219931602478,0.9265280365943909,0.7852063179016113,0.9804174304008484,0.7381268739700317,0.9290344715118408,0.7597353458404541,0.9855843782424927,0.9791364073753357,0.6299616694450378,0.9712294936180115,0.9487761855125427,0.8349809050559998,0.9069600105285645,0.9696771502494812,0.9785596132278442,0.9481977820396423,0.9956115484237671,0.9765276312828064,0.9599041938781738,0.9691652059555054,0.9818939566612244,0.97889244556427,0.7130904793739319,0.891589879989624,0.9895778298377991,0.9858341813087463,0.9639539122581482,0.7954076528549194,0.8931796550750732,0.9214749336242676,0.9870201945304871,0.7255773544311523,0.8951399922370911,0.9578316807746887,0.9731610417366028,0.9712194204330444,0.9717404842376709,0.9109553694725037,0.9864296317100525,0.9663670659065247,0.9866034984588623,0.9946606159210205,0.9980477094650269
8,0.9995176792144775,0.9849861860275269,0.9976516962051392,0.9991903901100159,0.9990699291229248,0.9969716668128967,0.978289783000946,0.9936349987983704,0.9942076206207275,0.9905515909194946,0.9977260828018188,0.999630331993103,0.9927176833152771,0.39601537585258484,0.9996474981307983,0.9963067770004272,0.9997623562812805,0.999064028263092,0.9995073676109314,0.9976263642311096,0.9989215135574341,0.9945390224456787,0.9940363764762878,0.9749293923377991,0.9247040748596191,0.996190071105957,0.9743098020553589,0.9976322650909424,0.9978837966918945,0.994326114654541,0.9957753419876099,0.9865389466285706,0.9916948080062866,0.9990110993385315,0.9960166811943054,0.9969679117202759,0.9955021739006042,0.9999827742576599,0.9977843761444092,0.9973299503326416,0.9954179525375366,0.9679122567176819,0.7946946620941162,0.9713772535324097,0.9979545474052429,0.9998809695243835,0.986571729183197,0.9993517398834229,0.9976556897163391,0.8126868009567261,0.9958980083465576,0.9986908435821533,0.9899319410324097,0.997811496257782,0.9517500996589661,0.9980429410934448,0.9954634308815002,0.9955318570137024,0.9787485003471375,0.9982490539550781,0.8585407733917236,0.9997879862785339,0.9967806339263916,0.999944806098938
9,0.9996242523193359,0.9955633878707886,0.9756566882133484,0.9948511719703674,0.8244398236274719,0.999467670917511,0.9723142981529236,0.9896371364593506,0.985637903213501,0.9451223611831665,0.9971996545791626,0.9890501499176025,0.9935879111289978,0.9433119893074036,0.9757701754570007,0.9980661869049072,0.9944092035293579,0.9935746788978577,0.872442364692688,0.9910091757774353,0.9391655325889587,0.9865836501121521,0.9982817769050598,0.993683934211731,0.9801751971244812,0.9983105659484863,0.9941034913063049,0.9991343021392822,0.990496814250946,0.9948415160179138,0.9644346237182617,0.9810501337051392,0.9947358965873718,0.9921921491622925,0.9995915293693542,0.9952495694160461,0.9871059060096741,0.9997767210006714,0.9975213408470154,0.9735968112945557,0.9924555420875549,0.9916436672210693,0.9062563180923462,0.8971729278564453,0.9926609992980957,0.9942927956581116,0.9977304935455322,0.9929392337799072,0.7777342200279236,0.9974786043167114,0.9947501420974731,0.9706127047538757,0.9884509444236755,0.9867398738861084,0.9811685085296631,0.99770587682724,0.9967217445373535,0.945218026638031,0.9939649701118469,0.9994533658027649,0.9783830046653748,0.999037504196167,0.9998595118522644,0.9995388984680176
10,0.990936279296875,0.9864615201950073,0.9698514342308044,0.996694028377533,0.9775400161743164,0.9953244924545288,0.968512237071991,0.9798277020454407,0.9809299111366272,0.9692584872245789,0.9949160218238831,0.9951002597808838,0.9823461771011353,0.6026033759117126,0.9722921252250671,0.9521378874778748,0.99789959192276,0.9939486980438232,0.9832652807235718,0.9921810030937195,0.9857462048530579,0.876112699508667,0.9768389463424683,0.9739250540733337,0.9661411643028259,0.991767168045044,0.9614185094833374,0.9945335388183594,0.9895827174186707,0.9409896731376648,0.9648545980453491,0.9027979969978333,0.9693102240562439,0.9826542735099792,0.9918792247772217,0.9976195096969604,0.970059335231781,0.9963537454605103,0.9962101578712463,0.9820034503936768,0.9931471347808838,0.9565905332565308,0.8206156492233276,0.9941597580909729,0.924622118473053,0.9965723156929016,0.9833362698554993,0.9966857433319092,0.8917282223701477,0.8034653663635254,0.9615492224693298,0.9948453903198242,0.9853523373603821,0.9955799579620361,0.8651877641677856,0.9674088358879089,0.9901243448257446,0.9775452613830566,0.9468541741371155,0.9817338585853577,0.8538766503334045,0.9975624680519104,0.9971783757209778,0.9989603161811829
11,0.9996971487998962,0.9902036786079407,0.9950461983680725,0.9900716543197632,0.8523892164230347,0.9828592538833618,0.9962842464447021,0.9846696257591248,0.9230233430862427,0.9729905724525452,0.9701492786407471,0.9596455097198486,0.9480478167533875,0.7934962511062622,0.9792464971542358,0.980074942111969,0.9923349618911743,0.9997722506523132,0.9994706511497498,0.9965893030166626,0.9443061351776123,0.9401904940605164,0.9683333039283752,0.9777157306671143,0.966457188129425,0.9887791275978088,0.8085569739341736,0.9358256459236145,0.9835624694824219,0.9574884176254272,0.9711165428161621,0.9864538311958313,0.9809632301330566,0.9892038702964783,0.9832459092140198,0.9837190508842468,0.9926806688308716,0.9999811053276062,0.9952091574668884,0.9427306056022644,0.9857893586158752,0.9404275417327881,0.33999499678611755,0.9847944378852844,0.9532447457313538,0.9910856485366821,0.9961401224136353,0.9889560341835022,0.9910218715667725,0.9122020602226257,0.9911618828773499,0.9951954483985901,0.9457749128341675,0.9951028823852539,0.8972926735877991,0.9941702485084534,0.9843866229057312,0.9850602149963379,0.9553993344306946,0.9952163100242615,0.8951137065887451,0.997073233127594,0.9937646389007568,0.9965298771858215
